6.500241e+002,7.372781e-001
6.501447e+002,7.403873e-001
6.502652e+002,7.426788e-001
6.503857e+002,7.446474e-001
6.505062e+002,7.453938e-001
6.506268e+002,7.438939e-001
6.507473e+002,7.457903e-001
6.508678e+002,7.459441e-001
6.509883e+002,7.479295e-001
6.511089e+002,7.528899e-001
6.512294e+002,7.551294e-001
6.513500e+002,7.571101e-001
6.514705e+002,7.593401e-001
6.515910e+002,7.592961e-001
6.517115e+002,7.584318e-001
6.518321e+002,7.604386e-001
6.519526e+002,7.620170e-001
6.520731e+002,7.634220e-001
6.521937e+002,7.654643e-001
6.523142e+002,7.694007e-001
6.524348e+002,7.717503e-001
6.525552e+002,7.713482e-001
6.526758e+002,7.732657e-001
6.527963e+002,7.797484e-001
6.529169e+002,7.825268e-001
6.530374e+002,7.837375e-001
6.531579e+002,7.844133e-001
6.532784e+002,7.807676e-001
6.533990e+002,7.825047e-001
6.535195e+002,7.887220e-001
6.536400e+002,7.912142e-001
6.537606e+002,7.907160e-001
6.538811e+002,7.947594e-001
6.540016e+002,7.990047e-001
6.541222e+002,8.002253e-001
6.542427e+002,7.993581e-001
6.543632e+002,7.998553e-001
6.544838e+002,8.037833e-001
6.546043e+002,8.089768e-001
6.547248e+002,8.109071e-001
6.548453e+002,8.099504e-001
6.549659e+002,8.094833e-001
6.550864e+002,8.137502e-001
6.552070e+002,8.153239e-001
6.553275e+002,8.124240e-001
6.554480e+002,8.091362e-001
6.555685e+002,8.087533e-001
6.556891e+002,8.127496e-001
6.558096e+002,8.190202e-001
6.559301e+002,8.231411e-001
6.560507e+002,8.245355e-001
6.561712e+002,8.248342e-001
6.562917e+002,8.240640e-001
6.564122e+002,8.241280e-001
6.565328e+002,8.251231e-001
6.566533e+002,8.258088e-001
6.567739e+002,8.278710e-001
6.568944e+002,8.293234e-001
6.570149e+002,8.321325e-001
6.571354e+002,8.324314e-001
6.572560e+002,8.348826e-001
6.573765e+002,8.386387e-001
6.574970e+002,8.366510e-001
6.576176e+002,8.361977e-001
6.577381e+002,8.368634e-001
6.578586e+002,8.381364e-001
6.579792e+002,8.393373e-001
6.580997e+002,8.385986e-001
6.582202e+002,8.376362e-001
6.583408e+002,8.393425e-001
6.584613e+002,8.423859e-001
6.585818e+002,8.427198e-001
6.587023e+002,8.438026e-001
6.588229e+002,8.456981e-001
6.589434e+002,8.469535e-001
6.590640e+002,8.467169e-001
6.591844e+002,8.490609e-001
6.593050e+002,8.493798e-001
6.594255e+002,8.505817e-001
6.595461e+002,8.543883e-001
6.596666e+002,8.557174e-001
6.597871e+002,8.542804e-001
6.599077e+002,8.556672e-001
6.600282e+002,8.595721e-001
6.601487e+002,8.578259e-001
6.602692e+002,8.564423e-001
